count-ll	count-ll-pred-err	p2p-ll	total-ll	link-lambda-avg	link-lambda-stddev	link-lambda-min	link-lambda-max	plan-lambda-avg	plan-lambda-stddev	plan-lambda-min	plan-lambda-max	replan-count
-525153.2089742856	226182.05478594534	--	-525153.2089742856	-0.008121541947551263	0.11967831343815208	-7.247704759814337	3.955461324801468	-3.0999016637525574	4.136613322554089	-15.0	9.20799720399262	66505
-469832.1713087457	184200.580119698	--	-469832.1713087457	-0.008117953428999982	0.12161031499325325	-7.269378657266138	4.2406214381776515	-3.0817961371573066	4.121401353636393	-15.0	13.14352612861734	66811
-488492.8534420551	208539.1563730518	--	-488492.8534420551	-0.008261437670449269	0.12038402839439416	-7.265393171589913	4.358336344054211	-3.0773596272153663	4.106275637711393	-15.0	14.312933262040639	66777
-527301.3285813491	217957.4016100593	--	-527301.3285813491	-0.008086281781272724	0.11854262901994461	-7.22233447045343	4.237650987404548	-3.0851760839468603	4.067969932012737	-15.0	9.649737077261305	66793
-471173.0737108536	192101.301199686	--	-471173.0737108536	-0.008044482422782525	0.12073023581363139	-6.830142941314166	4.0647404583521025	-3.090108265910079	4.099533484944668	-15.0	9.153381030723061	67071
-465789.43841439876	181551.7866330668	--	-465789.43841439876	-0.007870805755613535	0.11888761835545736	-6.702955089724227	3.8903471968336247	-2.965720011281262	3.9983086315250227	-15.0	13.543092996316423	66733
-498115.0235205474	202116.72601193047	--	-498115.0235205474	-0.007846192839997788	0.11883132895610982	-6.654141775330985	3.812030639202784	-2.9310147685446575	3.9974577462020213	-15.0	14.32110821974725	66588
-414639.80514340516	192847.27677325645	--	-414639.80514340516	-0.007921309636557029	0.11698192312270088	-6.650036491619868	3.8829430927321087	-3.006023779916731	4.013885391682923	-15.0	14.31442819876806	66535
-473332.12927110435	209667.59674948748	--	-473332.12927110435	-0.0080889870460956	0.11959327195868144	-6.637836526243964	3.968735380276452	-2.965938583215684	4.010763813469686	-15.0	14.298391108581944	66845
-491304.9087763388	199264.83060568897	--	-491304.9087763388	-0.008030072498428454	0.11840265960004627	-6.64708355027019	3.7095710336292296	-3.0210815825988524	4.085736317150779	-15.0	14.40829488388324	66730
-496832.1923477683	199052.82764038886	--	-496832.1923477683	-0.007929857459002189	0.11660539141153035	-7.083357768364037	3.5225129874426395	-3.0385931147448035	4.02735997960885	-15.0	14.295872492991503	66958
-498481.46869156277	210737.73691675276	--	-498481.46869156277	-0.007931821775557906	0.11746660790014612	-7.158130398360872	3.419157205884976	-3.0423389223378368	3.9961452671235	-15.0	14.31724182160809	66710
-529620.5271584451	214976.63715474878	--	-529620.5271584451	-0.007866807457988383	0.11716504345176881	-7.336029841274034	3.377317924446677	-3.0077650402217158	4.0370021077153675	-15.0	14.29918193100768	66567
-496310.26665161754	191799.89057942605	--	-496310.26665161754	-0.007583661558003531	0.11430811617843092	-7.2852533655637615	3.439453424826041	-2.9896138084633077	4.003618990759501	-15.0	14.284888847863206	66892
-453250.9668600767	195337.3395558659	--	-453250.9668600767	-0.008037654560860093	0.11601425503261896	-7.335297827502707	3.323646621928689	-3.0677289434028325	4.035397430627022	-15.0	14.267144066791301	66713
-460015.0740937556	184930.64987899468	--	-460015.0740937556	-0.007939469325993178	0.11657824792354037	-6.9442624408116735	3.6123709960994725	-3.0017306961626447	3.997914282869509	-15.0	14.260078506267213	66746
-529067.2265519983	209348.52744447463	--	-529067.2265519983	-0.007700642363771017	0.11610983922154493	-6.822170225838431	3.382925942920044	-2.9240998093730144	3.923497825088534	-15.0	14.250589385539358	67030
-469052.8613214399	187956.05998542736	--	-469052.8613214399	-0.007971476189931876	0.1177282741480031	-6.855237550380916	3.716124557814053	-3.0520498378015946	4.031126805857511	-15.0	14.240715223056709	66586
-463702.9426409882	209712.075123929	--	-463702.9426409882	-0.00771115949833437	0.11439814640559978	-6.887366278969202	3.9827793115504524	-2.911063906398986	3.961711469467992	-15.0	14.232678516750319	66673
-501741.1991542981	214729.89148339946	--	-501741.1991542981	-0.007717992471590102	0.11443074476605268	-6.9394292013836605	3.7987387129242034	-2.915404791958934	3.9221361267369406	-15.0	10.46783402240356	66725
-486575.6476008399	182578.61376189895	--	-486575.6476008399	-0.008069347605463538	0.11779422736328207	-7.001936945983722	3.672673339120614	-3.1085975406966964	4.040344444528396	-15.0	9.674186908217413	66707
-468004.23278730625	199515.96954184232	--	-468004.23278730625	-0.007885613651725657	0.11615854674384743	-7.063814526766497	3.4959723468674433	-3.0274622042245425	4.0243123178688585	-15.0	9.264225525257908	66572
-473208.30743265926	190645.2494253596	--	-473208.30743265926	-0.007789806504733434	0.11646864861792072	-6.998999389912991	3.893967952214564	-2.916786124422146	3.919542785038565	-15.0	10.561974363887442	66719
-533799.0800560189	226928.7958787087	--	-533799.0800560189	-0.00787618852116665	0.11681588825292949	-7.006143744440412	4.126707882320467	-2.9691193974743495	3.9855556455697716	-15.0	14.570655387078094	66702
-494433.4384054777	184802.44052162324	--	-494433.4384054777	-0.007902553962323814	0.11573522089064059	-7.111387844929076	4.008472489752121	-3.0825408826829515	4.054402994343714	-15.0	14.53853949699755	66747
-490241.2503820311	215584.94276183908	--	-490241.2503820311	-0.007815284285867656	0.11610719251495079	-6.9144646035689865	3.959808087719278	-2.933363402331057	3.952271408743024	-15.0	14.541124509700326	66879
-485328.65714061586	200098.49174442058	--	-485328.65714061586	-0.007652410013194555	0.11567303893113914	-6.959880319874497	4.204244848785071	-2.8559387275129944	3.87910621139154	-15.0	14.539692803874155	67026
-494874.7819950075	185701.6188070824	--	-494874.7819950075	-0.00753920121584612	0.11391581720710241	-6.692460443497854	4.348786444914044	-2.931225297451614	3.907967705638484	-15.0	14.536257532048575	66640
-495622.42763869767	192437.07479931955	--	-495622.42763869767	-0.007776802087300218	0.11575485542058922	-6.450753269318677	4.347516785383707	-2.981275234788119	3.943075456183768	-15.0	14.543039534205741	66923
-497945.7529579921	196476.4071741456	--	-497945.7529579921	-0.00784572075386655	0.11592476011350915	-6.45826064577502	4.34817151470975	-2.997803205496891	3.953792885258519	-15.0	14.524039731459908	66440
-498673.95900951396	198330.85795634444	--	-498673.95900951396	-0.007671830719646171	0.11417323016346222	-6.459115265438996	4.295740116574604	-2.926395917292025	3.9010922248170607	-15.0	9.805521423671596	66719
-468372.4106793255	192269.76155701486	--	-468372.4106793255	-0.007840835820494814	0.11463388203349213	-6.442124265358247	4.224061812224538	-3.0101053968621354	3.974038775973473	-15.0	9.745430859532867	66765
-464291.31435427564	197761.19288517436	--	-464291.31435427564	-0.007552799406762197	0.11247800629470157	-6.356507967037967	4.1224675392109065	-2.8547987237457044	3.858689509535707	-15.0	9.482146201665179	66756
-476845.242844058	181588.48930736212	--	-476845.242844058	-0.007993283920809887	0.11600886938549114	-6.4237500454916	4.035692541719514	-3.0129442072846206	4.045491513124583	-15.0	13.688816062117263	66864
-509170.24297997693	210935.5272374012	--	-509170.24297997693	-0.007819563287081372	0.11574346863323168	-6.428129164480018	3.864201409596914	-2.9399639765734316	4.001661274601245	-15.0	12.698179482721164	66718
-543389.6422254875	236888.59066783357	--	-543389.6422254875	-0.007481962303557173	0.11232292567136079	-6.414572231094112	3.8893817868653597	-2.8396683136335397	3.8291851884754577	-15.0	14.608826893904691	66748
-503160.5318025587	194019.44244533317	--	-503160.5318025587	-0.007866919050310723	0.11459030461573286	-6.362750201639411	3.9010093440312703	-3.067629808659881	4.0138187640602885	-15.0	9.774021104055759	66806
-512597.6858458264	210869.71142936958	--	-512597.6858458264	-0.0078323861864817	0.11403919129130816	-6.352792137977395	3.8100802566539747	-3.009235943022929	4.014570639812965	-15.0	8.230935706532652	67205
-546875.9954603596	247585.8736066726	--	-546875.9954603596	-0.007707291402835563	0.11416341556206895	-6.222918118721517	3.8992846844290407	-2.934399691907829	3.9177733843185214	-15.0	13.799541561079234	66721
-508244.60947269585	201230.73479917672	--	-508244.60947269585	-0.007439671813240819	0.1109176374842508	-6.211713964186352	4.048076675442028	-2.97356085136009	3.906940361999011	-15.0	13.75358144257992	66809
-491914.60853603657	190202.01663679737	--	-491914.60853603657	-0.007754587544249158	0.11341785956113824	-6.1912862214559485	3.8771929287166507	-2.9835750770418	3.9491361523647015	-15.0	13.825078445970501	66773
-507023.01704765554	213495.06134772388	--	-507023.01704765554	-0.007594968017241224	0.11401264950925984	-6.169376555792741	4.11768711227954	-2.905132930473397	3.9560731695840543	-15.0	13.859169400049607	66835
-485753.1795417002	180529.96346859785	--	-485753.1795417002	-0.0076655521270528595	0.11320233555691064	-6.1687910197109055	3.715352783654005	-2.9266033885931773	3.912714316429338	-15.0	13.789900364095509	83405
-441558.65046839963	182579.8242234501	--	-441558.65046839963	-0.007417348777325878	0.10974762510802752	-6.020238482661854	3.7223299141465653	-2.805747369147864	3.874708418887936	-15.0	13.752954209761436	83148
-402291.4872747102	189255.54123797367	--	-402291.4872747102	-0.0069440980676153865	0.10470604482027472	-6.0718110884925975	3.724311991878504	-2.5857032062812406	3.7244922376362757	-15.0	14.93804943303041	83004
-381013.7776388701	191392.16803497792	--	-381013.7776388701	-0.006595317124394919	0.1008003067162093	-6.135552804513533	3.6935760416059726	-2.432559848936869	3.590166656124013	-15.0	13.734847714338999	82913
-365438.44647429313	188609.0018932924	--	-365438.44647429313	-0.006361598006226928	0.09814797319814024	-6.22787851543315	3.5959866675852155	-2.32094027328488	3.4868516799951794	-15.0	13.720183150283663	82869
-376399.70030742884	202357.6165863903	--	-376399.70030742884	-0.006150178231481513	0.09745421113944057	-6.354120574984203	3.4945543094036293	-2.235198609316853	3.4376385686842124	-15.0	13.700351355306603	82838
-355216.03321540245	190313.41395116868	--	-355216.03321540245	-0.006037570091033944	0.09586326485576069	-6.460120758022542	3.6360353395092373	-2.19192876040276	3.3936438352927842	-15.0	13.66122826324959	82803
-345966.7664586002	185967.01736837352	--	-345966.7664586002	-0.005955309478006969	0.09445200568864257	-6.5957140815978414	3.2857335974196467	-2.1496488715315736	3.3521114451851703	-15.0	13.647415512395668	82776
-334404.81378266076	183344.29491580187	--	-334404.81378266076	-0.00584210167396037	0.09376869797618545	-6.779501803357244	3.2162117932693093	-2.094617570234306	3.309344791425369	-15.0	13.615804332396351	82759
-328990.5823312169	183583.2530286854	--	-328990.5823312169	-0.005834195598810761	0.0934531331788722	-7.265605354326628	3.145848397886091	-2.076309309104123	3.2862989178624047	-15.0	14.667562222466108	82735
-328224.552238779	179239.93596054814	--	-328224.552238779	-0.005790788744147447	0.09367005654579749	-7.786943416644367	3.193968555700149	-2.059733489820799	3.283069552220667	-15.0	14.626498815853465	82745
-320688.3662896732	175754.70574369872	--	-320688.3662896732	-0.005824316818394663	0.09433126457591581	-8.185297000409001	3.182640468909329	-2.0800778181528305	3.3135663391418304	-15.0	14.597083359826977	82781
-326341.6127549841	176761.94778320123	--	-326341.6127549841	-0.00584029287049025	0.09462714569698302	-8.722621765194225	3.1498712470282286	-2.0847277567882334	3.3223585541926326	-15.0	14.57039081755438	82798
-318884.39069324185	170975.40530052138	--	-318884.39069324185	-0.005810676485142677	0.09472071535625957	-9.234613676505838	3.0774807052942674	-2.0710058598026815	3.3178596287747335	-15.0	14.542494099306397	82775
-316084.47417391086	167010.306939989	--	-316084.47417391086	-0.005756469235142636	0.09497073039855984	-9.740553042610937	3.0088587009758396	-2.0456487000578183	3.2978962350076726	-15.0	14.515665308876983	82783
-321704.0116228735	165267.80356203913	--	-321704.0116228735	-0.005768750402099274	0.09583390357576364	-10.163863964571544	2.9375258117810943	-2.046952616420689	3.3057617777429185	-15.0	14.488583244981529	82770
-325412.9245996728	163508.25281118773	--	-325412.9245996728	-0.005813561715300322	0.09672020524904033	-10.571450042251739	2.872785217290721	-2.06154680597085	3.333058140365791	-15.0	12.233142427420963	82751
-324636.2951853764	164233.40161219193	--	-324636.2951853764	-0.005807776414219154	0.09702084794979739	-10.922729224869109	2.800178303826237	-2.0538953883162483	3.332141624480412	-15.0	14.452482514986444	82735
-321707.72807602165	156176.2944494581	--	-321707.72807602165	-0.005906989999889334	0.09875215419534826	-11.281938258729083	2.7314242054345996	-2.0836526595525737	3.367462094105428	-15.0	13.181268774887338	82733
-321889.7723284546	161902.3026462998	--	-321889.7723284546	-0.005862889215734455	0.09897347512098942	-11.546632639020764	2.6529014981458694	-2.0618169114414866	3.3558847434792876	-15.0	14.435425185602698	82739
