count-ll	count-ll-pred-err	p2p-ll	total-ll	link-lambda-avg	link-lambda-stddev	link-lambda-min	link-lambda-max	plan-lambda-avg	plan-lambda-stddev	plan-lambda-min	plan-lambda-max	replan-count
-484937.9414098686	189734.94852460205	--	-484937.9414098686	-0.007039020286815348	0.13014341517628172	-7.8137488091659755	5.335390160903246	-2.597527920252444	4.23009291894441	-15.0	12.39034232894844	68030
-513722.1735760197	221298.61553148448	--	-513722.1735760197	-0.0073688162811039425	0.13068686304489094	-7.686515353502156	4.318487755773986	-2.7158204744136873	4.273230505848585	-15.0	15.0	67792
-547667.9075330758	242778.5747958278	--	-547667.9075330758	-0.007375002158660436	0.13440248682343783	-8.024160740227474	4.634862839526935	-2.6957990348222243	4.269254022606484	-15.0	13.76294126417436	67837
-492157.10872106854	200695.5720904809	--	-492157.10872106854	-0.008131377725778745	0.1333818622663268	-8.028636325901838	3.145149823931881	-3.082933916959721	4.419794639848816	-15.0	15.0	67908
-518018.7649901871	211619.4214658272	--	-518018.7649901871	-0.007931951958239548	0.13341321193639524	-8.036738171675905	5.051280729299493	-2.9193188978702707	4.354532248180776	-15.0	14.448285990150879	67700
-542625.2376953834	242697.89301185167	--	-542625.2376953834	-0.007900105186886715	0.1335467523944699	-8.01154460254372	4.448355511485692	-2.8617410502811262	4.3190030157062145	-15.0	11.987298858310384	67537
-509330.40167797566	203759.98496547987	--	-509330.40167797566	-0.008503686131072032	0.13629803680869182	-8.059197770132759	4.732299651407272	-3.1376102109282784	4.496320818345024	-15.0	14.559350487516678	67861
-488597.72511969984	196707.18905907546	--	-488597.72511969984	-0.008173274969614022	0.13415653197941274	-8.149070609605285	5.781052646704006	-3.0600718381065417	4.439970507631889	-15.0	14.319865121729629	67623
-528507.23696526	202380.69155237413	--	-528507.23696526	-0.00825471688267196	0.13612906002811304	-8.336093816394106	5.463656692369021	-3.039568068874975	4.450100808473334	-15.0	15.0	67613
-562118.7690765171	250795.19966519816	--	-562118.7690765171	-0.008491126203219759	0.13635309805200027	-7.986661894804274	5.437966958667202	-3.1646437942770484	4.453243056428016	-15.0	14.622836011449774	67909
-551016.2916004792	228260.90831540502	--	-551016.2916004792	-0.00875003897943064	0.13993746019037553	-8.08179425299496	5.461368936250887	-3.18534627357606	4.571716297932632	-15.0	14.434351282016157	67912
-505079.5403774082	191207.9767131529	--	-505079.5403774082	-0.00857981906028653	0.13447547324673478	-7.977391782620401	5.710931807221879	-3.1827241890451123	4.432016111546388	-15.0	10.518931074633237	67802
-511403.9502515718	212435.30456275507	--	-511403.9502515718	-0.008917674979772097	0.13938589714276206	-7.973111882583788	6.709241235630847	-3.260918465030537	4.516175319267576	-15.0	13.073906968785133	67625
-519274.6980281905	214463.6450418312	--	-519274.6980281905	-0.0084137776775481	0.13691868138863975	-7.957013800560853	7.247943344461522	-3.108703606148182	4.370322459186046	-15.0	15.0	67515
-495314.3241183509	193372.59694981363	--	-495314.3241183509	-0.008814406656371293	0.1390906224284333	-7.991109079653232	7.35463095516385	-3.230409699393437	4.499594134942764	-15.0	15.0	67576
-531773.5844605662	211435.50798885102	--	-531773.5844605662	-0.008812490754910132	0.14065648129055305	-8.189218849477674	7.300849332438427	-3.2820008658678015	4.5219414303534515	-15.0	12.577435928097305	67266
-499528.66191024997	209599.85922915727	--	-499528.66191024997	-0.008929033073628325	0.14296336595611553	-8.280536305967564	7.3140100730495865	-3.2686392239032864	4.625017480415927	-15.0	12.66301103741196	67250
