Iteration	bike	car	car_passenger	pt	walk
0	0.0	0.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.0	0.0
4	0.03025928830756116	0.654591841405766	0.06304035351670385	0.07994714339338194	0.17135672411109654
5	0.03025928830756116	0.654591841405766	0.06304035351670385	0.07996443674042787	0.17159374469119676
6	0.03025928830756116	0.654591841405766	0.06304035351670385	0.07997562655322231	0.17181652369137682
7	0.03025928830756116	0.654591841405766	0.06304035351670385	0.07998885087743392	0.17198742265041905
8	0.03025928830756116	0.654591841405766	0.06304035351670385	0.07999800617881117	0.1721105105911578
9	0.03025928830756116	0.654591841405766	0.06304035351670385	0.07999902343451976	0.17222749499764506
10	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08000919599160561	0.17231904801141767
11	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08001224775873136	0.17240042846810447
12	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08001835129298286	0.17246756734487104
13	0.03025928830756116	0.654591841405766	0.06304035351670385	0.0800295411057773	0.17251944738600886
14	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08003361012861164	0.1725652238928952
15	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08004174817428032	0.17260693137694716
16	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08004683445282323	0.17263948355962186
17	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08004785170853182	0.172671018486588
18	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08005090347565758	0.17269441536788543
19	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08005192073136616	0.17271170871493138
20	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08005395524278333	0.1727239157834344
21	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08006005877703484	0.172737140107646
22	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08006107603274343	0.17274629540902325
23	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08006209328845201	0.17276257150036062
24	0.03025928830756116	0.654591841405766	0.06304035351670385	0.0800631105441606	0.17277172680173788
25	0.03025928830756116	0.654591841405766	0.06304035351670385	0.08006616231128635	0.1727849511259495
26	0.03025928830756116	0.654591841405766	0.06304035351670385	0.0800702313341207	0.17279308917161815
